vertexID,outDegree,inDegree,estBetweenness,approxCloseness,pageRank,KatzCentrality
89,268.0,318.0,3.927363165621552e-06,0.22624434389140272,0.00010162954893953756,0.024583305159866
90,268.0,318.0,1.4029850731181472e-05,0.22779043280182235,0.00010193311608114781,0.024583663327680572
91,268.0,318.0,8.440352301578103e-07,0.22624434389140272,0.00010154126079541644,0.024583496298388168
92,268.0,317.0,1.4607107270088937e-06,0.2237136465324385,0.00010028187563447534,0.024528883594709124
93,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
94,268.0,318.0,3.4130670872826645e-05,0.22573363431151244,0.0001034964082637977,0.02458325526273578
95,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
96,268.0,318.0,7.254336420730007e-06,0.22624434389140272,0.00010208790965458024,0.024583754333748882
97,268.0,318.0,2.048763772463078e-06,0.2247191011235955,0.00010147524533095734,0.02457820046562306
98,268.0,318.0,7.002895035880249e-05,0.22831050228310504,0.00010275607929035553,0.024584265962911505
99,268.0,318.0,3.952786365152942e-05,0.2252252252252252,0.000105119255526997,0.02457700052783258
100,268.0,318.0,8.440352301578103e-07,0.22573363431151244,0.00010197797183087405,0.02458324947222278
101,268.0,318.0,1.620005580062539e-05,0.2247191011235955,0.0001028695724190543,0.024576433822777598
102,268.0,318.0,1.6212973649653286e-05,0.2252252252252252,0.00010280205157341433,0.024578683484479932
103,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
104,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
105,268.0,318.0,3.472777720182423e-05,0.22831050228310504,0.00010297085963440356,0.024582766450836832
106,268.0,318.0,1.7032421558720066e-05,0.2242152466367713,0.0001027269874801253,0.024576644153838527
107,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
108,268.0,318.0,0.00018674343557988893,0.22883295194508008,0.00011050321524176759,0.024582906699510323
109,268.0,317.0,1.1669472063135528e-08,0.22779043280182235,0.00010028187563447534,0.024528883594709124
110,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
111,268.0,318.0,2.8830821605994427e-05,0.22883295194508008,0.00010409847078044567,0.024583331766962462
112,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
113,268.0,318.0,2.048763772463078e-06,0.2242152466367713,0.00010127952757299223,0.024578175520370647
114,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
115,268.0,318.0,3.233822068274371e-05,0.22624434389140272,0.0001019215793305735,0.024584454160609743
116,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
117,268.0,318.0,7.96500112187512e-05,0.22624434389140272,0.0001017958132729681,0.024584046149850214
118,268.0,318.0,8.706828318575279e-05,0.22624434389140272,0.00012236315154451485,0.024586546574390394
119,268.0,318.0,9.000325457883598e-05,0.22624434389140272,0.00010529901734592313,0.024581979237170336
120,268.0,318.0,7.552173537887677e-05,0.2252252252252252,0.00010435517812196261,0.024580805761162665
121,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
122,268.0,317.0,1.1669472063135528e-08,0.22624434389140272,0.00010028187563447534,0.024528883594709124
123,268.0,318.0,3.987642717176286e-05,0.22883295194508008,0.00010206259801780307,0.024579046018778736
124,268.0,318.0,1.9670285180281523e-05,0.22573363431151244,0.00010308418748874076,0.024582552564731786
125,268.0,318.0,7.705888427614925e-06,0.22573363431151244,0.00010177177061199494,0.024583644698543114
126,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
127,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
128,268.0,318.0,5.508885721291761e-06,0.22675736961451246,0.00010195682434705368,0.0245791310776935
129,268.0,318.0,1.9925410288059264e-05,0.22779043280182235,0.00010268379123875902,0.02458258330678689
130,268.0,318.0,1.4029850731181472e-05,0.22675736961451246,0.00010179003877332007,0.024583427987615213
131,268.0,318.0,3.166017229719888e-05,0.22779043280182235,0.00010260567552852709,0.024582716806807008
132,268.0,318.0,6.3368202502320875e-06,0.2247191011235955,0.00010224874205270439,0.02457841568364854
133,268.0,318.0,3.927363165621552e-06,0.22624434389140272,0.00010143699150452675,0.02457921760971416
134,268.0,318.0,5.0237135791505394e-05,0.2247191011235955,0.00010809952422346509,0.02457877041292162
135,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
136,268.0,318.0,5.140130957237648e-07,0.2242152466367713,0.00010109535298523827,0.02457604429092985
137,268.0,318.0,3.2651617868314816e-06,0.22624434389140272,0.00010289868318666648,0.024581851624656804
138,268.0,318.0,0.00023732180451005013,0.22779043280182235,0.00012065375672495752,0.024581052895710057
139,268.0,318.0,0.0001319614311732384,0.22779043280182235,0.00010441480067565362,0.02458283856590329
140,268.0,318.0,4.145788169665056e-05,0.22883295194508008,0.00010201910116583318,0.02457806552011611
141,268.0,317.0,1.1669472063135528e-08,0.22883295194508008,0.00010028187563447534,0.024528883594709124
142,268.0,318.0,3.927363165621552e-06,0.2247191011235955,0.00010141470238742759,0.024579222503599046
143,268.0,318.0,1.0506450576965838e-05,0.22831050228310504,0.0001017957272097773,0.02458316575550073
144,268.0,318.0,3.927363165621552e-06,0.2252252252252252,0.00010139351226559535,0.02457927570964385
145,268.0,317.0,1.1669472063135528e-08,0.22573363431151244,0.00010028187563447534,0.024528883594709124
146,268.0,317.0,1.1669472063135528e-08,0.22675736961451246,0.00010028187563447534,0.024528883594709124
147,268.0,318.0,2.048763772463078e-06,0.22831050228310504,0.0001016236193065846,0.024582858995950006
148,268.0,318.0,7.010691101085295e-06,0.22624434389140272,0.0001016301975046506,0.02458425453964519
149,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
150,268.0,318.0,7.705888427614925e-06,0.22831050228310504,0.00010221400672910314,0.02458297870936996
151,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
152,268.0,318.0,7.705888427614925e-06,0.22624434389140272,0.00010200901624515373,0.02458282390654238
153,268.0,318.0,8.440352301578103e-07,0.22675736961451246,0.00010132010107525317,0.024583090708420303
154,268.0,318.0,8.148381589569345e-05,0.22883295194508008,0.00010545510218275404,0.02458286501496898
155,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
156,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
157,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
158,268.0,317.0,1.1669472063135528e-08,0.22573363431151244,0.00010028187563447534,0.024528883594709124
159,268.0,318.0,1.3589778512429581e-05,0.22779043280182235,0.00010251715105949016,0.024584511327129858
160,268.0,318.0,5.132091707926821e-06,0.2247191011235955,0.00010151979374607679,0.0245782626944388
161,268.0,318.0,9.49546930383369e-06,0.2293577981651376,0.00010244448971269934,0.024584821319530648
162,268.0,318.0,9.426019366956128e-06,0.22779043280182235,0.00010397628404647237,0.024582435570081503
163,268.0,318.0,2.432796028736807e-06,0.22727272727272727,0.00010738876806932778,0.024580847282691026
164,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
165,268.0,318.0,8.557047022209459e-07,0.22624434389140272,0.00010327449356189295,0.02458269343061936
166,268.0,318.0,0.0002080740437186161,0.22573363431151244,0.00010407668298811192,0.02458215952187709
167,268.0,318.0,0.00010397361774367231,0.2247191011235955,0.00010419286400560158,0.02457901016155323
168,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
169,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
170,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
171,268.0,317.0,1.1669472063135528e-08,0.22727272727272727,0.00010028187563447534,0.024528883594709124
172,268.0,318.0,2.938575241258275e-05,0.22624434389140272,0.00010209243284315743,0.024582782639338375
173,268.0,317.0,1.1669472063135528e-08,0.22624434389140272,0.00010028187563447534,0.024528883594709124
174,268.0,318.0,1.5008245107348017e-05,0.22573363431151244,0.0001024313767339737,0.02457848385266932
175,268.0,317.0,1.1669472063135528e-08,0.22624434389140272,0.00010028187563447534,0.024528883594709124
176,268.0,318.0,0.00010306523942491802,0.22675736961451246,0.00010624948388773383,0.02458204709049125
177,268.0,317.0,1.1669472063135528e-08,0.22573363431151244,0.00010028187563447534,0.024528883594709124
178,268.0,317.0,1.1669472063135528e-08,0.22779043280182235,0.00010028187563447534,0.024528883594709124
179,268.0,318.0,1.0506450576965838e-05,0.23094688221709006,0.0001017948531237286,0.024583229673355106
180,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
181,268.0,318.0,1.736830377442295e-05,0.22727272727272727,0.0001027033437357178,0.02458396901091941
182,268.0,318.0,0.00014775094012477177,0.22779043280182235,0.0001189627208444685,0.024579990326387552
183,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
184,268.0,318.0,1.2163980143684035e-06,0.2237136465324385,0.00010590912304869542,0.024577144990605482
185,268.0,318.0,3.145494523989273e-05,0.22573363431151244,0.00010272708211737129,0.024582180986224597
186,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
187,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
188,268.0,318.0,0.0002013765301562365,0.2252252252252252,0.00010363191939003884,0.02458116830929609
189,268.0,318.0,1.1722848591334243e-05,0.22573363431151244,0.00010377891110979336,0.024581988822032722
190,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
191,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
192,268.0,318.0,3.547888962287645e-05,0.2242152466367713,0.00010706983108533185,0.024581111155642335
193,268.0,318.0,2.550177783528596e-05,0.22831050228310504,0.00010210097777745999,0.02457957637740571
194,268.0,318.0,0.0006942712789240333,0.22727272727272727,0.00011510809838436767,0.024587794171646516
195,268.0,318.0,2.048763772463078e-06,0.2247191011235955,0.00010493469582656749,0.024576895193241143
196,268.0,317.0,1.1669472063135528e-08,0.22624434389140272,0.00010028187563447534,0.024528883594709124
197,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
198,268.0,318.0,1.879238488822482e-05,0.22675736961451246,0.00010203600667094065,0.024583116199992483
199,268.0,318.0,3.972341178828574e-05,0.2247191011235955,0.00010594046230279727,0.024577467363737532
200,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
201,268.0,318.0,1.6212973649653286e-05,0.2252252252252252,0.00010259294847882216,0.024578496030051696
202,268.0,318.0,1.4806176526797984e-05,0.22831050228310504,0.0001031502565740284,0.024583364643659244
203,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
204,268.0,318.0,5.870301360342312e-05,0.22624434389140272,0.00010477269211367213,0.02457914344559829
205,268.0,318.0,7.002895035880249e-05,0.2293577981651376,0.00010561855631159944,0.024583124811449888
206,268.0,318.0,1.1541707054245802e-05,0.2331002331002331,0.00010135246446238625,0.024582992926990208
207,268.0,317.0,1.1669472063135528e-08,0.22573363431151244,0.00010028187563447534,0.024528883594709124
208,268.0,318.0,2.938575241258275e-05,0.22675736961451246,0.0001018624084679178,0.024582675697527482
209,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
210,268.0,317.0,6.83953795248169e-07,0.2237136465324385,0.00010028187563447534,0.024528883594709124
211,268.0,318.0,1.6212973649653286e-05,0.2304147465437788,0.00010246065310981446,0.024579121317990064
212,268.0,318.0,2.1314679745686238e-05,0.2247191011235955,0.0001102456940206469,0.024579072734174975
213,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
214,268.0,318.0,0.00040662504069375417,0.22624434389140272,0.00012422876453588617,0.024584148743893457
215,268.0,318.0,9.737451438581214e-05,0.2252252252252252,0.00012055196361104574,0.02457792905927218
216,268.0,318.0,0.0003298929991654866,0.2293577981651376,0.00010473169614782211,0.02458404074039893
217,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
218,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
219,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
220,268.0,318.0,1.1993944905383933e-05,0.2247191011235955,0.00011041497855284202,0.024584350988365398
221,268.0,318.0,0.0005043612324529035,0.2247191011235955,0.00012495805349755588,0.02459012981607778
222,268.0,317.0,5.140130957237648e-07,0.22573363431151244,0.00010028187563447534,0.024528883594709124
223,268.0,318.0,2.921125648877748e-05,0.2252252252252252,0.00010218977365610829,0.024578503571088678
224,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
225,268.0,318.0,7.705888427614925e-06,0.22624434389140272,0.00010270241847641289,0.02457857525706275
226,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
227,268.0,319.0,4.2342074229107665e-05,0.22624434389140272,0.00010437491665321067,0.024637354194837247
228,268.0,317.0,1.1669472063135528e-08,0.22779043280182235,0.00010028187563447534,0.024528883594709124
229,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
230,268.0,318.0,0.00016295737729967672,0.22573363431151244,0.00011231608802094317,0.024580050405375628
231,268.0,318.0,9.975173347589505e-05,0.22624434389140272,0.00010243206586555723,0.02458326306884696
232,268.0,318.0,2.048763772463078e-06,0.2247191011235955,0.00010451772874336043,0.02457688248864537
233,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
234,268.0,318.0,7.705888427614925e-06,0.22624434389140272,0.00010255103940026274,0.02458354093266459
235,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
236,268.0,318.0,2.148274626569355e-05,0.22573363431151244,0.00010282080209732174,0.02458161564840651
237,268.0,318.0,0.0005041110516688128,0.22779043280182235,0.00012495805349755588,0.02459012981607778
238,268.0,318.0,2.1314679745686238e-05,0.2247191011235955,0.00011177552821719699,0.024579125403060873
239,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
240,268.0,318.0,1.34099745227897e-05,0.22883295194508008,0.00010227421366946013,0.024583976414432017
241,268.0,318.0,1.58276930164148e-05,0.2242152466367713,0.00010606687450774237,0.024577831154698967
242,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
243,268.0,319.0,1.58276930164148e-05,0.22573363431151244,0.00010268037211049896,0.02463099987503298
244,267.0,317.0,1.1669472063135528e-08,0.2219730941704036,0.00010028068818679581,0.024528883594709124
245,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
246,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
247,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
248,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
249,268.0,318.0,4.454095277946505e-05,0.22779043280182235,0.00010215758492568047,0.024583947753736807
250,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
251,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
252,268.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028187563447534,0.024528883594709124
253,268.0,317.0,1.1669472063135528e-08,0.22727272727272727,0.00010028187563447534,0.024528883594709124
254,268.0,319.0,0.0001845092162312418,0.2252252252252252,0.0001150210889852269,0.024628416926073014
255,268.0,318.0,2.83703707328117e-05,0.2247191011235955,0.00010137597625164438,0.024577102814402084
256,267.0,317.0,1.1669472063135528e-08,0.2237136465324385,0.00010028068818679581,0.024528883594709124
257,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
258,268.0,317.0,1.1669472063135528e-08,0.2242152466367713,0.00010028187563447534,0.024528883594709124
259,268.0,317.0,1.1669472063135528e-08,0.2247191011235955,0.00010028187563447534,0.024528883594709124
260,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
261,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
262,268.0,317.0,1.1669472063135528e-08,0.2252252252252252,0.00010028187563447534,0.024528883594709124
263,268.0,317.0,1.1669472063135528e-08,0.22883295194508008,0.00010028187563447534,0.024528883594709124
264,268.0,317.0,1.1669472063135528e-08,0.22779043280182235,0.00010028187563447534,0.024528883594709124
265,268.0,317.0,1.1669472063135528e-08,0.22779043280182235,0.00010028187563447534,0.024528883594709124
266,269.0,0.0,0.0,0.22573363431151244,9.812557788616047e-06,0.004280648612389514
267,269.0,0.0,0.0,0.22779043280182235,9.812557788616047e-06,0.004280648612389514
268,269.0,0.0,0.0,0.2237136465324385,9.812557788616047e-06,0.004280648612389514
269,269.0,0.0,0.0,0.22573363431151244,9.812557788616047e-06,0.004280648612389514
270,269.0,0.0,0.0,0.2242152466367713,9.812557788616047e-06,0.004280648612389514
271,269.0,0.0,0.0,0.2242152466367713,9.812557788616047e-06,0.004280648612389514
272,269.0,0.0,0.0,0.22624434389140272,9.812557788616047e-06,0.004280648612389514
273,269.0,0.0,0.0,0.23696682464454977,9.812557788616047e-06,0.004280648612389514
274,269.0,0.0,0.0,0.2237136465324385,9.812557788616047e-06,0.004280648612389514
275,269.0,0.0,0.0,0.22624434389140272,9.812557788616047e-06,0.004280648612389514
276,269.0,0.0,0.0,0.22831050228310504,9.812557788616047e-06,0.004280648612389514
277,269.0,0.0,0.0,0.22624434389140272,9.812557788616047e-06,0.004280648612389514
278,269.0,0.0,0.0,0.22779043280182235,9.812557788616047e-06,0.004280648612389514
279,269.0,0.0,0.0,0.22831050228310504,9.812557788616047e-06,0.004280648612389514
280,269.0,0.0,0.0,0.2293577981651376,9.812557788616047e-06,0.004280648612389514
281,269.0,0.0,0.0,0.22573363431151244,9.812557788616047e-06,0.004280648612389514
282,269.0,0.0,0.0,0.22573363431151244,9.812557788616047e-06,0.004280648612389514
283,269.0,0.0,0.0,0.22624434389140272,9.812557788616047e-06,0.004280648612389514
